id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
46056,KHI-PEW,Economy,40,180,78,102,19346.81,14966.173412276461,2026-07-01,0,0,0,0,344.9084122842327,390.6836283519498,273.73362015608745,,,,False,0.43333333333333335
46057,LHE-ISB,Economy,32,180,56,124,16194.05,15096.179715825576,2026-07-01,1,6,1,0,342.7954436446823,375.2616675001214,271.99138660309643,,,,False,0.3111111111111111
46058,KHI-LHE,Business,0,180,20,160,57305.77,42157.36867324561,2026-07-01,2,2,0,0,326.795691531827,376.7079268728556,267.9308519322917,7485.0,8569.0,6.687567977593651,True,0.1111111111111111
46059,KHI-ISB,Economy,80,180,124,56,8644.85,14814.069359582543,2026-07-01,3,5,1,0,340.3630987368288,392.74514063562725,273.9959341415675,7432.0,29077.333333333332,0.297305461298606,True,0.6888888888888889
46060,LHE-ISB,Economy,54,180,129,51,11153.38,15096.179715825576,2026-07-01,4,0,0,1,342.32115288453303,390.2164217507699,268.6160872879324,,,,False,0.7166666666666667
46061,KHI-DXB,Economy,60,180,108,72,46521.06,44837.94581975072,2026-07-01,5,6,1,0,326.12377913817846,391.6380160844536,273.1276147554395,,,,False,0.6
46062,KHI-LHE,Business,9,180,92,88,35429.61,42157.36867324561,2026-07-01,6,4,0,0,330.6806093834751,390.70844500650634,287.7726541782586,7485.0,8569.0,4.134625977360252,True,0.5111111111111111
46063,KHI-PEW,Economy,60,180,43,137,18215.67,14966.173412276461,2026-07-01,7,6,1,0,334.19150157838044,375.8249778935466,284.8491630061265,,,,False,0.2388888888888889
46064,KHI-LHE,Economy,61,180,126,54,15087.0,14965.685953399905,2026-07-01,8,0,0,0,342.79539143812366,388.4405818492651,283.05866343208993,7485.0,8569.0,1.7606488505076439,True,0.7
46065,KHI-PEW,Economy,19,180,89,91,9022.71,14966.173412276461,2026-07-01,9,0,0,0,343.31903527903825,385.3159949137223,284.6790246393107,,,,False,0.49444444444444446
46066,KHI-LHE,Business,23,180,113,67,35597.57,42157.36867324561,2026-07-01,10,4,0,0,329.11853781495,388.947582136106,276.7103033306111,7485.0,8569.0,4.154226864278212,True,0.6277777777777778
46067,KHI-DXB,Business,4,180,124,56,111679.74,110639.33540295118,2026-07-01,11,6,1,0,339.2229532878329,377.92520467946264,283.85324849223554,,,,False,0.6888888888888889
46068,KHI-ISB,Economy,24,180,141,39,8171.87,14814.069359582543,2026-07-01,12,5,1,0,331.1474302717246,377.53982768903984,280.1993331184771,7432.0,29077.333333333332,0.2810391828686721,True,0.7833333333333333
46069,KHI-DXB,Business,65,180,69,111,123281.95,110639.33540295118,2026-07-01,13,4,0,1,340.06580982772164,382.11186609916234,275.5472325268125,,,,False,0.38333333333333336
46070,LHE-ISB,Economy,26,180,164,16,10087.38,15096.179715825576,2026-07-01,14,0,0,0,329.78181739864704,391.84374560251285,272.6988601053112,,,,False,0.9111111111111111
46071,KHI-PEW,Economy,17,180,82,98,10194.05,14966.173412276461,2026-07-01,15,5,1,0,327.05137679277914,381.9018819891312,270.08582306527694,,,,False,0.45555555555555555
46072,KHI-LHE,Business,38,180,20,160,58556.45,42157.36867324561,2026-07-01,16,5,1,0,326.4309077725032,380.1978063458199,287.70985526726645,7485.0,8569.0,6.833521997899404,True,0.1111111111111111
46073,KHI-DXB,Business,14,180,93,87,94491.3,110639.33540295118,2026-07-01,17,2,0,0,327.08842486553834,378.13727204863363,280.5289594281374,,,,False,0.5166666666666667
46074,KHI-PEW,Economy,12,180,20,160,19342.19,14966.173412276461,2026-07-01,18,0,0,0,344.647978517067,391.45594153124597,271.3878390620885,,,,False,0.1111111111111111
46075,LHE-ISB,Business,46,180,111,69,30715.04,42494.91089800444,2026-07-01,19,6,1,1,339.99497912507604,382.691192498041,271.92422348402187,,,,False,0.6166666666666667
46076,KHI-DXB,Economy,12,180,111,69,38912.06,44837.94581975072,2026-07-01,20,0,0,0,343.7228601886398,376.2029125062786,285.4141466411875,,,,False,0.6166666666666667
46077,KHI-ISB,Economy,17,180,28,152,17694.22,14814.069359582543,2026-07-01,21,5,1,0,340.3723662985307,392.3215956554418,277.99556595763204,7432.0,29077.333333333332,0.6085227898019077,True,0.15555555555555556
46078,KHI-DXB,Business,44,180,137,43,101338.07,110639.33540295118,2026-07-01,22,4,0,1,333.38390446926695,383.3743462805044,280.46727744574724,,,,False,0.7611111111111111
46079,KHI-ISB,Business,46,180,90,90,49577.36,42435.13461851475,2026-07-01,23,6,1,1,334.521351667331,386.5140747835733,273.8423034937738,7432.0,29077.333333333332,1.7050174247982393,True,0.5
46080,KHI-PEW,Business,6,180,86,94,46476.89,42737.64187978142,2026-07-01,0,1,0,0,328.35153757435813,385.10550065343784,267.8646203445214,,,,False,0.4777777777777778
46081,KHI-DXB,Economy,29,180,31,149,51429.1,44837.94581975072,2026-07-01,1,3,0,0,327.9666738920187,378.45862923381674,273.1788937038939,,,,False,0.17222222222222222
46082,KHI-LHE,Economy,39,180,155,25,8368.21,14965.685953399905,2026-07-01,2,6,1,0,338.2932702106547,384.191785309761,269.45342616055467,7485.0,8569.0,0.9765678608939199,True,0.8611111111111112
46083,KHI-DXB,Business,6,180,82,98,82150.24,110639.33540295118,2026-07-01,3,1,0,0,339.43338589228694,376.90235105221706,267.94105988078513,,,,False,0.45555555555555555
46084,KHI-PEW,Economy,19,180,75,105,14925.81,14966.173412276461,2026-07-01,4,0,0,0,325.7082393593761,374.5514718664014,277.4984579763105,,,,False,0.4166666666666667
46085,KHI-DXB,Economy,67,180,135,45,43059.86,44837.94581975072,2026-07-01,5,6,1,1,342.08206685477046,392.13051355515154,287.1212380446946,,,,False,0.75
46086,KHI-PEW,Economy,30,180,63,117,18952.98,14966.173412276461,2026-07-01,6,4,0,0,325.7349526401889,386.603871677189,272.1887616460356,,,,False,0.35
46087,KHI-DXB,Economy,8,180,171,9,34474.98,44837.94581975072,2026-07-01,7,3,0,0,331.2767298464265,383.9427250438392,270.3693596574777,,,,False,0.95
46088,KHI-DXB,Business,23,180,131,49,102846.41,110639.33540295118,2026-07-01,8,4,0,0,340.33622542195644,390.62015027777886,270.3595588897651,,,,False,0.7277777777777777
46089,KHI-DXB,Business,0,180,93,87,91005.29,110639.33540295118,2026-07-01,9,2,0,0,331.037754056646,383.9987798272405,274.48265319574836,,,,False,0.5166666666666667
46090,KHI-ISB,Business,9,180,54,126,52447.21,42435.13461851475,2026-07-01,10,4,0,0,327.72463999532164,374.72828741383455,284.38434938935956,7432.0,29077.333333333332,1.803714577219369,True,0.3
46091,LHE-ISB,Business,22,180,83,97,58552.9,42494.91089800444,2026-07-01,11,3,0,0,333.59026567266255,383.5797257842584,281.0891864418283,,,,False,0.46111111111111114
46092,KHI-DXB,Economy,6,180,127,53,40343.0,44837.94581975072,2026-07-01,12,1,0,0,336.43189022230007,378.8836565107974,273.33120120501115,,,,False,0.7055555555555556
46093,KHI-LHE,Business,17,180,167,13,25246.19,42157.36867324561,2026-07-01,13,5,1,0,327.75461910473695,382.3713310175753,271.6408924063621,7485.0,8569.0,2.9462235966857273,True,0.9277777777777778
46094,KHI-PEW,Business,45,180,104,76,33315.02,42737.64187978142,2026-07-01,14,5,1,1,333.5097667285959,384.64119861214914,280.2751859133615,,,,False,0.5777777777777777
46095,KHI-LHE,Economy,34,180,32,148,18345.81,14965.685953399905,2026-07-01,15,1,0,0,335.59213994171216,377.4181851193583,286.4704992244288,7485.0,8569.0,2.1409511028124637,True,0.17777777777777778
46096,KHI-PEW,Economy,27,180,144,36,12173.34,14966.173412276461,2026-07-01,16,1,0,0,339.9981812209418,383.81987496346903,280.2096943809269,,,,False,0.8
46097,KHI-DXB,Economy,37,180,132,48,38824.2,44837.94581975072,2026-07-01,17,4,0,0,337.0349437242374,380.0542741906143,287.217747849652,,,,False,0.7333333333333333
46098,KHI-PEW,Economy,8,180,65,115,19337.49,14966.173412276461,2026-07-01,18,3,0,0,326.32326191540756,379.0856221029825,287.7209647915855,,,,False,0.3611111111111111
46099,KHI-ISB,Economy,33,180,66,114,14219.89,14814.069359582543,2026-07-01,19,0,0,0,342.7989399228357,381.4624050695969,278.68624417038046,7432.0,29077.333333333332,0.4890369359867938,True,0.36666666666666664
46100,KHI-ISB,Economy,17,180,76,104,13404.57,14814.069359582543,2026-07-01,20,5,1,0,345.14415779306734,381.81928914930506,279.752661573969,7432.0,29077.333333333332,0.4609972257887014,True,0.4222222222222222
46101,KHI-DXB,Economy,9,180,123,57,46890.42,44837.94581975072,2026-07-01,21,4,0,0,327.32317874761384,379.7009382468685,285.11830391519135,,,,False,0.6833333333333333
46102,LHE-ISB,Economy,16,180,78,102,15831.71,15096.179715825576,2026-07-01,22,4,0,0,338.6661477400896,386.4257976648067,276.4183938197785,,,,False,0.43333333333333335
46103,KHI-ISB,Business,14,180,35,145,55029.16,42435.13461851475,2026-07-01,23,2,0,0,336.5102989562104,384.6411566738919,279.839911345104,7432.0,29077.333333333332,1.8925105465884082,True,0.19444444444444445
46104,LHE-ISB,Economy,16,180,20,160,22538.44,15096.179715825576,2026-07-01,0,4,0,0,334.2411231508467,378.1916205879721,280.5574895320598,,,,False,0.1111111111111111
46105,KHI-ISB,Business,52,180,115,65,30177.11,42435.13461851475,2026-07-01,1,5,1,0,344.55622166375906,392.76413288807913,273.7047835598162,7432.0,29077.333333333332,1.0378224734042554,True,0.6388888888888888
46106,KHI-ISB,Economy,40,180,82,98,15002.14,14814.069359582543,2026-07-01,2,0,0,0,341.8486999135607,387.83175663615464,283.6486754808306,7432.0,29077.333333333332,0.5159393341892884,True,0.45555555555555555
46107,KHI-ISB,Economy,8,180,20,160,21261.33,14814.069359582543,2026-07-01,3,3,0,0,334.3018998199291,393.04300376122114,269.19873745721605,7432.0,29077.333333333332,0.7311994451577404,True,0.1111111111111111
46108,KHI-PEW,Economy,45,180,141,39,10243.4,14966.173412276461,2026-07-01,4,5,1,1,335.2638467188101,390.45004763714525,286.0395233219662,,,,False,0.7833333333333333
46109,KHI-LHE,Business,71,180,148,32,26292.05,42157.36867324561,2026-07-01,5,3,0,0,328.25810886768596,384.0650681085582,271.685662442033,7485.0,8569.0,3.0682751779670907,True,0.8222222222222222
46110,KHI-DXB,Economy,41,180,22,158,53527.39,44837.94581975072,2026-07-01,6,1,0,0,342.90497122372363,384.8074985221472,270.5388310449856,,,,False,0.12222222222222222
46111,KHI-LHE,Business,3,180,104,76,44345.08,42157.36867324561,2026-07-01,7,5,1,0,327.1239948263801,390.70830821084803,272.3950511960436,7485.0,8569.0,5.175058933364453,True,0.5777777777777777
46112,KHI-LHE,Economy,6,180,138,42,12709.67,14965.685953399905,2026-07-01,8,1,0,0,330.44613621226995,379.2533723944972,280.56687288672555,7485.0,8569.0,1.4832150776053215,True,0.7666666666666667
46113,LHE-ISB,Business,36,180,41,139,43884.48,42494.91089800444,2026-07-01,9,3,0,0,327.8278268595642,391.0400404066117,283.07755691108787,,,,False,0.22777777777777777
46114,LHE-ISB,Business,70,180,132,48,35267.77,42494.91089800444,2026-07-01,10,2,0,0,338.6738469050544,378.15990700124337,283.86073547045396,,,,False,0.7333333333333333
46115,KHI-LHE,Economy,37,180,20,160,19605.85,14965.685953399905,2026-07-01,11,4,0,0,337.6346986222219,382.3204705219409,270.9567077619713,7485.0,8569.0,2.2879974326059047,True,0.1111111111111111
46116,KHI-ISB,Economy,24,180,143,37,10835.5,14814.069359582543,2026-07-01,12,5,1,0,341.1038106101614,373.5133660949754,287.3375467708024,7432.0,29077.333333333332,0.37264421313279533,True,0.7944444444444444
46117,KHI-LHE,Economy,49,180,90,90,9579.41,14965.685953399905,2026-07-01,13,2,0,0,327.2705900522153,382.5625590381527,270.6305408989433,7485.0,8569.0,1.1179145757964757,True,0.5
46118,KHI-LHE,Economy,55,180,155,25,11019.99,14965.685953399905,2026-07-01,14,1,0,1,328.4920742452293,391.3349009122293,284.3171828501895,7485.0,8569.0,1.286029875131287,True,0.8611111111111112
46119,KHI-ISB,Business,36,180,60,120,57091.66,42435.13461851475,2026-07-01,15,3,0,0,344.25925881107753,391.76829309211803,272.1386383644551,7432.0,29077.333333333332,1.963442085473221,True,0.3333333333333333
46120,KHI-ISB,Business,20,180,29,151,61986.18,42435.13461851475,2026-07-01,16,1,0,0,337.3176926718571,383.35071003230456,278.61435706895605,7432.0,29077.333333333332,2.131769763389582,True,0.16111111111111112
46121,KHI-PEW,Economy,22,180,119,61,16219.58,14966.173412276461,2026-07-01,17,3,0,0,332.31694851389625,375.83884451173725,281.74978847122657,,,,False,0.6611111111111111
46122,KHI-DXB,Economy,24,180,107,73,40191.15,44837.94581975072,2026-07-01,18,5,1,0,331.88290892978597,383.8145530007897,284.80719402408783,,,,False,0.5944444444444444
46123,LHE-ISB,Economy,15,180,55,125,13365.94,15096.179715825576,2026-07-01,19,3,0,0,336.7900087964176,393.00238170406675,269.58378453846916,,,,False,0.3055555555555556
46124,KHI-DXB,Economy,16,180,46,134,54168.0,44837.94581975072,2026-07-01,20,4,0,0,327.0051452060857,374.1594717973384,277.02273198597624,,,,False,0.25555555555555554
46125,LHE-ISB,Economy,13,180,78,102,18303.97,15096.179715825576,2026-07-01,21,1,0,0,334.61403299314816,379.2248470901481,281.38238493809433,,,,False,0.43333333333333335
46126,LHE-ISB,Economy,13,180,78,102,20112.27,15096.179715825576,2026-07-01,22,1,0,0,329.463813762395,381.8284909768541,287.50925971207664,,,,False,0.43333333333333335
46127,LHE-ISB,Economy,6,180,89,91,17686.34,15096.179715825576,2026-07-01,23,1,0,0,334.39044707412717,390.9387038662102,268.2365959486259,,,,False,0.49444444444444446
46128,LHE-ISB,Economy,35,180,51,129,19285.92,15096.179715825576,2026-07-01,0,2,0,0,328.98843615972606,391.92911028363824,286.32798008992506,,,,False,0.2833333333333333
46129,KHI-ISB,Economy,61,180,23,157,17710.57,14814.069359582543,2026-07-01,1,0,0,0,336.27845165037564,385.42098158749263,276.3023154925982,7432.0,29077.333333333332,0.6090850834556126,True,0.12777777777777777
46130,KHI-DXB,Economy,56,180,59,121,53016.68,44837.94581975072,2026-07-01,2,2,0,1,334.5844078625965,381.9055269200253,285.35156747056686,,,,False,0.3277777777777778
46131,KHI-PEW,Economy,3,180,59,121,15721.8,14966.173412276461,2026-07-01,3,5,1,0,327.57960213273975,374.12247931607806,280.7651119558487,,,,False,0.3277777777777778
46132,KHI-LHE,Business,61,180,48,132,57319.64,42157.36867324561,2026-07-01,4,0,0,0,343.54150428524014,382.483744310803,283.34794550271744,7485.0,8569.0,6.689186602870813,True,0.26666666666666666
46133,KHI-ISB,Economy,13,180,92,88,15495.73,14814.069359582543,2026-07-01,5,1,0,0,333.4983578930674,387.65311598834796,280.1079363227873,7432.0,29077.333333333332,0.5329144121423331,True,0.5111111111111111
46134,KHI-ISB,Economy,8,180,71,109,17134.07,14814.069359582543,2026-07-01,6,3,0,0,336.04544363645226,385.23492984931084,270.40826801352995,7432.0,29077.333333333332,0.5892586436170213,True,0.39444444444444443
46135,KHI-PEW,Business,31,180,79,101,51198.94,42737.64187978142,2026-07-01,7,5,1,0,334.3972780662361,388.09877383355087,275.1949273371154,,,,False,0.4388888888888889
46136,KHI-DXB,Business,23,180,138,42,73562.45,110639.33540295118,2026-07-01,8,4,0,0,333.23320976121255,390.9300289783511,279.9757420633976,,,,False,0.7666666666666667
46137,KHI-ISB,Economy,19,180,20,160,20930.3,14814.069359582543,2026-07-01,9,0,0,0,327.7458935891285,377.5615904403613,268.8236108029785,7432.0,29077.333333333332,0.7198149761555392,True,0.1111111111111111
46138,LHE-ISB,Business,70,180,62,118,49971.71,42494.91089800444,2026-07-01,10,2,0,0,343.56042479455107,379.2461539148854,276.79823887601685,,,,False,0.34444444444444444
46139,KHI-DXB,Business,12,180,81,99,94762.82,110639.33540295118,2026-07-01,11,0,0,0,332.20845296674986,375.09373387256,269.8558596833595,,,,False,0.45
46140,KHI-ISB,Economy,59,180,149,31,8296.17,14814.069359582543,2026-07-01,12,5,1,0,334.0978090918848,375.6802425580456,269.2748913203268,7432.0,29077.333333333332,0.2853139902787968,True,0.8277777777777777
46141,KHI-LHE,Business,41,180,58,122,43810.61,42157.36867324561,2026-07-01,13,1,0,0,338.1173511505671,377.7650781312648,277.178143907908,7485.0,8569.0,5.112686427821216,True,0.32222222222222224
46142,KHI-DXB,Economy,33,180,146,34,40287.6,44837.94581975072,2026-07-01,14,0,0,0,338.67437373566344,385.611122828286,270.9992436004034,,,,False,0.8111111111111111
46143,KHI-ISB,Economy,52,180,114,66,12162.13,14814.069359582543,2026-07-01,15,5,1,0,338.64306164771597,374.29681005497383,275.6055400242486,7432.0,29077.333333333332,0.41826841067498166,True,0.6333333333333333
46144,KHI-LHE,Business,88,180,39,141,59705.75,42157.36867324561,2026-07-01,16,6,1,0,340.9783937903284,384.0874958378855,276.0288407270716,7485.0,8569.0,6.9676449994165015,True,0.21666666666666667
46145,LHE-ISB,Economy,9,180,136,44,13010.91,15096.179715825576,2026-07-01,17,4,0,0,339.5984882331271,380.70808536934135,269.42472695304735,,,,False,0.7555555555555555
46146,KHI-PEW,Business,27,180,134,46,41425.12,42737.64187978142,2026-07-01,18,1,0,0,339.73622717286696,386.08264474404297,272.2929958495923,,,,False,0.7444444444444445
46147,KHI-DXB,Economy,53,180,61,119,55816.23,44837.94581975072,2026-07-01,19,6,1,1,343.96452361921047,387.30152683458454,268.40473339894277,,,,False,0.3388888888888889
46148,KHI-LHE,Economy,30,180,109,71,13021.25,14965.685953399905,2026-07-01,20,4,0,0,331.26153601954917,386.74070182539305,287.48389110600016,7485.0,8569.0,1.519576379974326,True,0.6055555555555555
46149,KHI-LHE,Economy,62,180,69,111,14273.49,14965.685953399905,2026-07-01,21,1,0,0,341.2851029060031,375.67554270180494,269.3802567914949,7485.0,8569.0,1.6657124518613606,True,0.38333333333333336
46150,KHI-LHE,Economy,23,180,59,121,19919.88,14965.685953399905,2026-07-01,22,4,0,0,343.8560661472745,380.70227095536876,278.67410363218306,7485.0,8569.0,2.3246446493173067,True,0.3277777777777778
46151,KHI-LHE,Economy,23,180,52,128,14821.97,14965.685953399905,2026-07-01,23,4,0,0,343.61354228900865,382.3540073021722,276.9702897134393,7485.0,8569.0,1.7297199206441825,True,0.28888888888888886
46152,KHI-DXB,Economy,19,180,88,92,50914.83,44837.94581975072,2026-07-01,0,0,0,0,336.6530593389001,389.8218170584425,276.66224686301575,,,,False,0.4888888888888889
46153,KHI-DXB,Economy,8,180,70,110,39223.21,44837.94581975072,2026-07-01,1,3,0,0,327.26087370619734,391.43591916293866,282.8364197426536,,,,False,0.3888888888888889
46154,LHE-ISB,Economy,44,180,96,84,15656.09,15096.179715825576,2026-07-01,2,4,0,1,326.2309449748153,386.91789787485806,276.7945012013446,,,,False,0.5333333333333333
46155,LHE-ISB,Economy,13,180,58,122,18018.99,15096.179715825576,2026-07-01,3,1,0,0,338.42714206111157,381.033153442078,270.5422102929083,,,,False,0.32222222222222224
46156,KHI-DXB,Economy,36,180,82,98,53603.23,44837.94581975072,2026-07-01,4,3,0,0,329.85406558655814,376.5105619780368,286.99115279015103,,,,False,0.45555555555555555
46157,KHI-PEW,Business,29,180,74,106,57168.61,42737.64187978142,2026-07-01,5,3,0,0,332.0194545557355,383.7081832491805,280.2202146190621,,,,False,0.4111111111111111
46158,LHE-ISB,Business,16,180,89,91,50038.53,42494.91089800444,2026-07-01,6,4,0,0,343.4263948319063,375.55013141431556,274.0324617608064,,,,False,0.49444444444444446
46159,LHE-ISB,Economy,84,180,134,46,13412.53,15096.179715825576,2026-07-01,7,2,0,0,343.0212028384928,374.86023892437436,271.4059437575256,,,,False,0.7444444444444445
46160,KHI-LHE,Business,61,180,46,134,42669.78,42157.36867324561,2026-07-01,8,0,0,0,326.26751837999996,379.7934936819167,268.0925002004519,7485.0,8569.0,4.979551873030692,True,0.25555555555555554
46161,LHE-ISB,Business,45,180,54,126,47667.49,42494.91089800444,2026-07-01,9,5,1,1,343.07054709834625,387.68352456342825,280.6943332106951,,,,False,0.3
46162,KHI-LHE,Economy,67,180,82,98,20553.01,14965.685953399905,2026-07-01,10,6,1,1,330.3840409610411,381.947074453893,280.75114901166296,7485.0,8569.0,2.398530750379274,True,0.45555555555555555
