route,origin,destination,days_to_departure,flight_class,price_pkr,total_seats,booked_seats,remaining_seats
KHI-LHE,Karachi,Lahore,41,Business,45124.3,180,48,132
KHI-PEW,Karachi,Peshawar,19,Business,42989.96,180,80,100
LHE-ISB,Lahore,Islamabad,34,Business,45184.07,180,66,114
KHI-PEW,Karachi,Peshawar,43,Business,43220.74,180,64,116
KHI-PEW,Karachi,Peshawar,40,Business,42947.9,180,60,120
KHI-DXB,Karachi,Dubai,15,Business,117321.79,180,94,86
LHE-ISB,Lahore,Islamabad,69,Business,44892.92,180,66,114
KHI-PEW,Karachi,Peshawar,51,Business,42701.11,180,55,125
KHI-LHE,Karachi,Lahore,1,Business,43975.58,180,46,134
KHI-ISB,Karachi,Islamabad,61,Business,43663.62,180,124,56
KHI-DXB,Karachi,Dubai,7,Business,109870.67,180,97,83
KHI-DXB,Karachi,Dubai,20,Business,112399.7,180,65,115
KHI-LHE,Karachi,Lahore,11,Business,43843.86,180,112,68
LHE-ISB,Lahore,Islamabad,2,Business,43762.92,180,47,133
KHI-PEW,Karachi,Peshawar,57,Business,42215.5,180,58,122
LHE-ISB,Lahore,Islamabad,40,Business,42752.45,180,98,82
LHE-ISB,Lahore,Islamabad,47,Business,45153.16,180,90,90
KHI-ISB,Karachi,Islamabad,51,Business,44942.36,180,45,135
KHI-DXB,Karachi,Dubai,48,Business,111069.57,180,104,76
KHI-DXB,Karachi,Dubai,12,Business,109356.34,180,85,95
KHI-ISB,Karachi,Islamabad,29,Business,44838.05,180,118,62
KHI-DXB,Karachi,Dubai,20,Business,112703.0,180,80,100
LHE-ISB,Lahore,Islamabad,56,Business,44132.77,180,128,52
LHE-ISB,Lahore,Islamabad,50,Business,45221.95,180,43,137
KHI-DXB,Karachi,Dubai,12,Business,120745.1,180,59,121
LHE-ISB,Lahore,Islamabad,71,Business,55996.73,180,100,80
KHI-LHE,Karachi,Lahore,45,Business,53844.14,180,66,114
KHI-ISB,Karachi,Islamabad,54,Business,54783.7,180,86,94
LHE-ISB,Lahore,Islamabad,13,Business,54202.3,180,67,113
LHE-ISB,Lahore,Islamabad,11,Business,54130.7,180,103,77
KHI-LHE,Karachi,Lahore,7,Business,55764.74,180,59,121
KHI-LHE,Karachi,Lahore,22,Business,54614.68,180,91,89
KHI-PEW,Karachi,Peshawar,41,Business,55311.15,180,97,83
KHI-ISB,Karachi,Islamabad,13,Business,58147.49,180,86,94
LHE-ISB,Lahore,Islamabad,49,Business,54543.02,180,55,125
KHI-DXB,Karachi,Dubai,35,Business,135683.89,180,74,106
KHI-LHE,Karachi,Lahore,37,Business,55261.27,180,49,131
LHE-ISB,Lahore,Islamabad,46,Business,55132.52,180,97,83
KHI-DXB,Karachi,Dubai,20,Business,137823.9,180,66,114
KHI-LHE,Karachi,Lahore,9,Business,55166.04,180,98,82
KHI-DXB,Karachi,Dubai,49,Business,137634.88,180,28,152
KHI-LHE,Karachi,Lahore,71,Business,54219.1,180,21,159
KHI-LHE,Karachi,Lahore,71,Business,56047.68,180,93,87
KHI-ISB,Karachi,Islamabad,51,Business,57257.95,180,98,82
KHI-DXB,Karachi,Dubai,3,Business,144656.15,180,42,138
KHI-LHE,Karachi,Lahore,23,Business,58390.41,180,20,160
KHI-PEW,Karachi,Peshawar,54,Business,55762.32,180,84,96
KHI-PEW,Karachi,Peshawar,55,Business,55233.85,180,20,160
KHI-ISB,Karachi,Islamabad,5,Business,56789.18,180,82,98
LHE-ISB,Lahore,Islamabad,16,Business,56128.95,180,20,160
KHI-PEW,Karachi,Peshawar,10,Business,59392.89,180,20,160
KHI-DXB,Karachi,Dubai,18,Business,147132.04,180,74,106
KHI-DXB,Karachi,Dubai,12,Business,150652.63,180,34,146
KHI-ISB,Karachi,Islamabad,12,Business,56977.78,180,86,94
KHI-LHE,Karachi,Lahore,12,Business,58352.83,180,43,137
KHI-LHE,Karachi,Lahore,67,Business,58356.74,180,59,121
LHE-ISB,Lahore,Islamabad,23,Business,61025.62,180,20,160
KHI-LHE,Karachi,Lahore,44,Business,58477.97,180,40,140
LHE-ISB,Lahore,Islamabad,11,Business,58575.71,180,79,101
KHI-DXB,Karachi,Dubai,19,Business,153035.93,180,83,97
KHI-DXB,Karachi,Dubai,22,Business,141838.87,180,39,141
KHI-LHE,Karachi,Lahore,38,Business,60112.58,180,84,96
KHI-LHE,Karachi,Lahore,14,Business,60194.34,180,52,128
KHI-LHE,Karachi,Lahore,61,Business,25819.16,180,102,78
LHE-ISB,Lahore,Islamabad,49,Business,24669.31,180,173,7
KHI-ISB,Karachi,Islamabad,72,Business,24837.83,180,122,58
KHI-PEW,Karachi,Peshawar,59,Business,25957.91,180,113,67
KHI-DXB,Karachi,Dubai,35,Business,68575.83,180,169,11
KHI-PEW,Karachi,Peshawar,21,Business,24306.51,180,131,49
KHI-LHE,Karachi,Lahore,42,Business,24896.32,180,149,31
KHI-DXB,Karachi,Dubai,15,Business,72828.92,180,111,69
KHI-PEW,Karachi,Peshawar,48,Business,25910.68,180,171,9
KHI-DXB,Karachi,Dubai,6,Business,72987.28,180,127,53
KHI-PEW,Karachi,Peshawar,28,Business,34031.15,180,145,35
KHI-LHE,Karachi,Lahore,13,Business,33204.1,180,97,83
KHI-PEW,Karachi,Peshawar,81,Business,33281.43,180,89,91
KHI-LHE,Karachi,Lahore,35,Business,36345.71,180,145,35
KHI-ISB,Karachi,Islamabad,55,Business,36210.35,180,87,93
KHI-DXB,Karachi,Dubai,23,Business,113570.96,180,88,92
KHI-PEW,Karachi,Peshawar,42,Business,43376.04,180,42,138
LHE-ISB,Lahore,Islamabad,1,Business,43631.99,180,69,111
KHI-LHE,Karachi,Lahore,21,Business,45553.0,180,51,129
LHE-ISB,Lahore,Islamabad,37,Business,42497.68,180,76,104
KHI-ISB,Karachi,Islamabad,24,Business,45468.2,180,52,128
LHE-ISB,Lahore,Islamabad,3,Business,42912.02,180,64,116
KHI-DXB,Karachi,Dubai,31,Business,111284.98,180,108,72
LHE-ISB,Lahore,Islamabad,48,Business,45468.46,180,48,132
LHE-ISB,Lahore,Islamabad,6,Business,43915.97,180,66,114
KHI-DXB,Karachi,Dubai,9,Business,115101.63,180,128,52
KHI-ISB,Karachi,Islamabad,12,Business,42995.33,180,100,80
KHI-PEW,Karachi,Peshawar,55,Business,44873.46,180,114,66
LHE-ISB,Lahore,Islamabad,23,Business,43152.82,180,86,94
KHI-LHE,Karachi,Lahore,49,Business,43670.4,180,94,86
KHI-LHE,Karachi,Lahore,18,Business,42674.76,180,78,102
KHI-ISB,Karachi,Islamabad,45,Business,43903.41,180,98,82
KHI-ISB,Karachi,Islamabad,3,Business,44930.99,180,109,71
KHI-PEW,Karachi,Peshawar,49,Business,42798.37,180,85,95
KHI-ISB,Karachi,Islamabad,18,Business,45482.13,180,83,97
LHE-ISB,Lahore,Islamabad,55,Business,42759.89,180,96,84
LHE-ISB,Lahore,Islamabad,67,Business,44969.93,180,99,81
KHI-LHE,Karachi,Lahore,53,Business,45322.35,180,88,92
KHI-DXB,Karachi,Dubai,50,Business,110535.7,180,128,52
KHI-PEW,Karachi,Peshawar,54,Business,44728.22,180,75,105
KHI-PEW,Karachi,Peshawar,10,Business,44592.01,180,113,67
LHE-ISB,Lahore,Islamabad,49,Business,45034.59,180,69,111
LHE-ISB,Lahore,Islamabad,51,Business,44699.14,180,69,111
KHI-ISB,Karachi,Islamabad,43,Business,44459.25,180,71,109
KHI-LHE,Karachi,Lahore,35,Business,43562.53,180,81,99
LHE-ISB,Lahore,Islamabad,35,Business,42177.64,180,108,72
KHI-PEW,Karachi,Peshawar,63,Business,44143.25,180,50,130
KHI-LHE,Karachi,Lahore,22,Business,47145.68,180,111,69
LHE-ISB,Lahore,Islamabad,57,Business,45747.17,180,115,65
KHI-PEW,Karachi,Peshawar,11,Business,54090.3,180,80,100
KHI-PEW,Karachi,Peshawar,4,Business,52157.19,180,97,83
KHI-DXB,Karachi,Dubai,25,Business,134192.01,180,45,135
KHI-ISB,Karachi,Islamabad,32,Business,52713.52,180,103,77
LHE-ISB,Lahore,Islamabad,57,Business,53296.71,180,71,109
KHI-LHE,Karachi,Lahore,53,Business,53852.04,180,42,138
KHI-LHE,Karachi,Lahore,29,Business,55948.86,180,75,105
KHI-DXB,Karachi,Dubai,79,Business,135512.5,180,20,160
KHI-PEW,Karachi,Peshawar,12,Business,53880.64,180,35,145
KHI-DXB,Karachi,Dubai,51,Business,143501.07,180,38,142
KHI-PEW,Karachi,Peshawar,23,Business,54845.71,180,55,125
KHI-DXB,Karachi,Dubai,8,Business,146513.56,180,20,160
KHI-ISB,Karachi,Islamabad,14,Business,54399.96,180,33,147
LHE-ISB,Lahore,Islamabad,12,Business,58267.4,180,32,148
LHE-ISB,Lahore,Islamabad,84,Business,54781.05,180,56,124
LHE-ISB,Lahore,Islamabad,53,Business,57564.74,180,26,154
KHI-LHE,Karachi,Lahore,29,Business,56464.08,180,84,96
LHE-ISB,Lahore,Islamabad,18,Business,57166.4,180,88,92
KHI-ISB,Karachi,Islamabad,76,Business,55072.96,180,20,160
KHI-PEW,Karachi,Peshawar,39,Business,56891.04,180,57,123
KHI-LHE,Karachi,Lahore,23,Business,58568.49,180,20,160
KHI-PEW,Karachi,Peshawar,10,Business,58701.69,180,80,100
KHI-LHE,Karachi,Lahore,67,Business,56807.87,180,38,142
LHE-ISB,Lahore,Islamabad,33,Business,57666.45,180,24,156
LHE-ISB,Lahore,Islamabad,44,Business,55469.65,180,32,148
KHI-DXB,Karachi,Dubai,40,Business,144082.44,180,39,141
LHE-ISB,Lahore,Islamabad,42,Business,56835.49,180,44,136
KHI-PEW,Karachi,Peshawar,39,Business,58381.7,180,86,94
KHI-LHE,Karachi,Lahore,11,Business,59266.8,180,70,110
KHI-ISB,Karachi,Islamabad,34,Business,55267.13,180,33,147
KHI-LHE,Karachi,Lahore,53,Business,54960.52,180,69,111
KHI-PEW,Karachi,Peshawar,20,Business,55370.15,180,20,160
LHE-ISB,Lahore,Islamabad,28,Business,57325.93,180,20,160
KHI-PEW,Karachi,Peshawar,16,Business,57900.69,180,20,160
KHI-ISB,Karachi,Islamabad,22,Business,59531.85,180,42,138
KHI-ISB,Karachi,Islamabad,66,Business,58734.7,180,64,116
KHI-PEW,Karachi,Peshawar,27,Business,57623.94,180,88,92
LHE-ISB,Lahore,Islamabad,34,Business,60753.21,180,28,152
KHI-LHE,Karachi,Lahore,33,Business,25132.7,180,137,43
KHI-ISB,Karachi,Islamabad,67,Business,26225.65,180,139,41
KHI-ISB,Karachi,Islamabad,14,Business,25330.58,180,137,43
KHI-LHE,Karachi,Lahore,38,Business,24463.47,180,171,9
KHI-PEW,Karachi,Peshawar,30,Business,25269.93,180,142,38
KHI-PEW,Karachi,Peshawar,5,Business,25580.74,180,161,19
KHI-PEW,Karachi,Peshawar,66,Business,25138.16,180,103,77
KHI-LHE,Karachi,Lahore,61,Business,25693.21,180,121,59
KHI-ISB,Karachi,Islamabad,31,Business,25418.76,180,116,64
KHI-ISB,Karachi,Islamabad,69,Business,25937.23,180,102,78
KHI-DXB,Karachi,Dubai,26,Business,80446.14,180,161,19
KHI-PEW,Karachi,Peshawar,37,Business,35769.86,180,88,92
KHI-DXB,Karachi,Dubai,13,Business,92329.86,180,148,32
KHI-LHE,Karachi,Lahore,36,Business,43368.46,180,120,60
KHI-ISB,Karachi,Islamabad,7,Business,44983.47,180,60,120
KHI-PEW,Karachi,Peshawar,20,Business,43052.73,180,55,125
LHE-ISB,Lahore,Islamabad,27,Business,43097.32,180,113,67
KHI-LHE,Karachi,Lahore,13,Business,45563.73,180,112,68
KHI-ISB,Karachi,Islamabad,30,Business,42690.02,180,78,102
KHI-PEW,Karachi,Peshawar,23,Business,43411.33,180,70,110
LHE-ISB,Lahore,Islamabad,71,Business,44985.93,180,46,134
KHI-ISB,Karachi,Islamabad,20,Business,44121.86,180,97,83
KHI-LHE,Karachi,Lahore,12,Business,42722.08,180,59,121
KHI-ISB,Karachi,Islamabad,9,Business,42656.53,180,46,134
KHI-LHE,Karachi,Lahore,2,Business,42352.9,180,111,69
KHI-LHE,Karachi,Lahore,51,Business,45226.8,180,80,100
KHI-LHE,Karachi,Lahore,69,Business,42887.18,180,90,90
KHI-PEW,Karachi,Peshawar,38,Business,44667.21,180,71,109
KHI-LHE,Karachi,Lahore,43,Business,42639.42,180,111,69
KHI-ISB,Karachi,Islamabad,35,Business,45084.64,180,125,55
KHI-LHE,Karachi,Lahore,61,Business,43456.06,180,125,55
KHI-ISB,Karachi,Islamabad,64,Business,43543.2,180,107,73
KHI-DXB,Karachi,Dubai,26,Business,108705.6,180,125,55
KHI-PEW,Karachi,Peshawar,14,Business,42487.2,180,41,139
LHE-ISB,Lahore,Islamabad,71,Business,42950.54,180,82,98
KHI-LHE,Karachi,Lahore,41,Business,43724.69,180,62,118
KHI-LHE,Karachi,Lahore,31,Business,42533.97,180,118,62
LHE-ISB,Lahore,Islamabad,46,Business,44185.31,180,129,51
KHI-ISB,Karachi,Islamabad,19,Business,44237.75,180,56,124
KHI-PEW,Karachi,Peshawar,3,Business,43746.11,180,91,89
KHI-ISB,Karachi,Islamabad,20,Business,44487.48,180,124,56
KHI-PEW,Karachi,Peshawar,27,Business,45472.27,180,60,120
KHI-DXB,Karachi,Dubai,2,Business,116113.98,180,98,82
KHI-PEW,Karachi,Peshawar,26,Business,42329.46,180,74,106
KHI-DXB,Karachi,Dubai,39,Business,112521.32,180,67,113
KHI-LHE,Karachi,Lahore,69,Business,42264.25,180,45,135
KHI-ISB,Karachi,Islamabad,36,Business,44150.46,180,117,63
KHI-ISB,Karachi,Islamabad,37,Business,44463.56,180,61,119
KHI-LHE,Karachi,Lahore,24,Business,47783.28,180,83,97
LHE-ISB,Lahore,Islamabad,59,Business,53115.93,180,75,105
LHE-ISB,Lahore,Islamabad,33,Business,55939.65,180,22,158
LHE-ISB,Lahore,Islamabad,52,Business,55573.45,180,21,159
KHI-LHE,Karachi,Lahore,34,Business,54768.32,180,80,100
KHI-DXB,Karachi,Dubai,41,Business,133311.13,180,20,160
KHI-DXB,Karachi,Dubai,3,Business,135405.63,180,35,145
KHI-PEW,Karachi,Peshawar,32,Business,53134.21,180,20,160
KHI-PEW,Karachi,Peshawar,20,Business,58132.98,180,20,160
KHI-LHE,Karachi,Lahore,35,Business,54091.31,180,45,135
KHI-LHE,Karachi,Lahore,50,Business,54450.18,180,52,128
LHE-ISB,Lahore,Islamabad,39,Business,56149.7,180,51,129
KHI-LHE,Karachi,Lahore,44,Business,57533.09,180,68,112
KHI-DXB,Karachi,Dubai,20,Business,141796.35,180,54,126
KHI-DXB,Karachi,Dubai,45,Business,143084.93,180,72,108
LHE-ISB,Lahore,Islamabad,7,Business,58068.69,180,83,97
LHE-ISB,Lahore,Islamabad,58,Business,56549.46,180,36,144
LHE-ISB,Lahore,Islamabad,14,Business,55272.25,180,51,129
KHI-PEW,Karachi,Peshawar,15,Business,56616.09,180,39,141
KHI-ISB,Karachi,Islamabad,12,Business,54793.62,180,73,107
KHI-LHE,Karachi,Lahore,18,Business,57001.28,180,43,137
KHI-LHE,Karachi,Lahore,12,Business,57638.25,180,91,89
KHI-PEW,Karachi,Peshawar,37,Business,55196.01,180,20,160
KHI-ISB,Karachi,Islamabad,56,Business,55405.95,180,52,128
KHI-DXB,Karachi,Dubai,4,Business,144127.17,180,64,116
KHI-ISB,Karachi,Islamabad,67,Business,55730.87,180,47,133
KHI-DXB,Karachi,Dubai,63,Business,144940.73,180,59,121
KHI-PEW,Karachi,Peshawar,30,Business,57040.09,180,34,146
KHI-DXB,Karachi,Dubai,34,Business,145061.74,180,20,160
KHI-DXB,Karachi,Dubai,9,Business,143806.92,180,69,111
KHI-LHE,Karachi,Lahore,7,Business,56839.25,180,49,131
KHI-ISB,Karachi,Islamabad,29,Business,58796.22,180,65,115
LHE-ISB,Lahore,Islamabad,2,Business,60535.54,180,20,160
KHI-LHE,Karachi,Lahore,10,Business,60848.06,180,46,134
LHE-ISB,Lahore,Islamabad,23,Business,56647.53,180,72,108
LHE-ISB,Lahore,Islamabad,27,Business,60376.37,180,80,100
KHI-LHE,Karachi,Lahore,17,Business,61249.41,180,47,133
KHI-ISB,Karachi,Islamabad,18,Business,56738.79,180,52,128
KHI-DXB,Karachi,Dubai,22,Business,69948.25,180,113,67
KHI-ISB,Karachi,Islamabad,23,Business,24651.51,180,110,70
KHI-DXB,Karachi,Dubai,30,Business,68123.17,180,153,27
KHI-DXB,Karachi,Dubai,21,Business,72156.83,180,117,63
KHI-PEW,Karachi,Peshawar,33,Business,25856.24,180,106,74
LHE-ISB,Lahore,Islamabad,6,Business,26252.07,180,138,42
KHI-ISB,Karachi,Islamabad,11,Business,24691.95,180,109,71
KHI-PEW,Karachi,Peshawar,4,Business,24495.78,180,167,13
LHE-ISB,Lahore,Islamabad,20,Business,26873.58,180,97,83
LHE-ISB,Lahore,Islamabad,40,Business,33004.7,180,155,25
KHI-PEW,Karachi,Peshawar,32,Business,33240.2,180,111,69
KHI-DXB,Karachi,Dubai,26,Business,87639.62,180,153,27
KHI-ISB,Karachi,Islamabad,34,Business,36297.16,180,130,50
LHE-ISB,Lahore,Islamabad,46,Business,36743.77,180,76,104
KHI-ISB,Karachi,Islamabad,59,Business,45597.04,180,111,69
KHI-ISB,Karachi,Islamabad,48,Business,43121.42,180,50,130
KHI-DXB,Karachi,Dubai,46,Business,114838.03,180,45,135
KHI-ISB,Karachi,Islamabad,4,Business,43484.49,180,59,121
KHI-ISB,Karachi,Islamabad,39,Business,45290.78,180,71,109
LHE-ISB,Lahore,Islamabad,52,Business,42876.14,180,47,133
KHI-LHE,Karachi,Lahore,6,Business,42751.59,180,69,111
KHI-PEW,Karachi,Peshawar,15,Business,45601.74,180,122,58
KHI-PEW,Karachi,Peshawar,26,Business,43906.39,180,59,121
LHE-ISB,Lahore,Islamabad,18,Business,42407.57,180,84,96
KHI-ISB,Karachi,Islamabad,29,Business,44898.4,180,44,136
KHI-DXB,Karachi,Dubai,65,Business,113861.42,180,80,100
LHE-ISB,Lahore,Islamabad,35,Business,43732.02,180,125,55
KHI-ISB,Karachi,Islamabad,3,Business,43391.01,180,68,112
KHI-ISB,Karachi,Islamabad,35,Business,44892.09,180,114,66
KHI-ISB,Karachi,Islamabad,22,Business,42251.8,180,102,78
LHE-ISB,Lahore,Islamabad,35,Business,42616.37,180,101,79
KHI-PEW,Karachi,Peshawar,55,Business,45192.12,180,52,128
LHE-ISB,Lahore,Islamabad,23,Business,42548.83,180,71,109
KHI-PEW,Karachi,Peshawar,73,Business,43003.26,180,104,76
KHI-ISB,Karachi,Islamabad,28,Business,43241.8,180,58,122
KHI-DXB,Karachi,Dubai,55,Business,115632.37,180,119,61
LHE-ISB,Lahore,Islamabad,27,Business,43362.59,180,112,68
KHI-ISB,Karachi,Islamabad,21,Business,42783.74,180,54,126
KHI-LHE,Karachi,Lahore,65,Business,42306.15,180,62,118
LHE-ISB,Lahore,Islamabad,48,Business,44364.6,180,69,111
KHI-LHE,Karachi,Lahore,3,Business,42387.7,180,82,98
KHI-LHE,Karachi,Lahore,20,Business,42995.79,180,108,72
KHI-DXB,Karachi,Dubai,43,Business,116601.61,180,91,89
LHE-ISB,Lahore,Islamabad,53,Business,45496.09,180,89,91
LHE-ISB,Lahore,Islamabad,18,Business,44067.33,180,125,55
LHE-ISB,Lahore,Islamabad,28,Business,42837.95,180,97,83
LHE-ISB,Lahore,Islamabad,33,Business,46531.43,180,109,71
LHE-ISB,Lahore,Islamabad,7,Business,55733.28,180,95,85
KHI-PEW,Karachi,Peshawar,34,Business,55398.37,180,20,160
KHI-DXB,Karachi,Dubai,19,Business,137787.01,180,77,103
KHI-PEW,Karachi,Peshawar,71,Business,52283.78,180,37,143
LHE-ISB,Lahore,Islamabad,76,Business,55488.01,180,89,91
LHE-ISB,Lahore,Islamabad,43,Business,56138.1,180,28,152
KHI-DXB,Karachi,Dubai,16,Business,133945.44,180,27,153
KHI-DXB,Karachi,Dubai,37,Business,138048.46,180,56,124
KHI-ISB,Karachi,Islamabad,24,Business,55755.1,180,50,130
LHE-ISB,Lahore,Islamabad,40,Business,55530.66,180,44,136
KHI-DXB,Karachi,Dubai,10,Business,142462.83,180,63,117
KHI-PEW,Karachi,Peshawar,31,Business,54986.35,180,28,152
LHE-ISB,Lahore,Islamabad,55,Business,57277.31,180,70,110
KHI-DXB,Karachi,Dubai,59,Business,139468.93,180,52,128
KHI-DXB,Karachi,Dubai,54,Business,145112.23,180,20,160
KHI-DXB,Karachi,Dubai,22,Business,137844.48,180,21,159
KHI-LHE,Karachi,Lahore,17,Business,54378.51,180,64,116
KHI-ISB,Karachi,Islamabad,16,Business,56539.52,180,23,157
KHI-LHE,Karachi,Lahore,58,Business,57979.93,180,83,97
KHI-ISB,Karachi,Islamabad,21,Business,58058.85,180,33,147
KHI-LHE,Karachi,Lahore,1,Business,56016.59,180,29,151
KHI-DXB,Karachi,Dubai,29,Business,135981.85,180,99,81
KHI-ISB,Karachi,Islamabad,53,Business,58303.88,180,86,94
LHE-ISB,Lahore,Islamabad,62,Business,56692.88,180,76,104
KHI-PEW,Karachi,Peshawar,30,Business,59344.35,180,73,107
KHI-DXB,Karachi,Dubai,82,Business,148559.53,180,94,86
KHI-PEW,Karachi,Peshawar,8,Business,58713.66,180,75,105
KHI-DXB,Karachi,Dubai,5,Business,146611.87,180,69,111
KHI-ISB,Karachi,Islamabad,5,Business,58315.65,180,97,83
KHI-DXB,Karachi,Dubai,18,Business,145768.96,180,71,109
KHI-DXB,Karachi,Dubai,11,Business,142653.04,180,20,160
KHI-PEW,Karachi,Peshawar,7,Business,57603.85,180,32,148
KHI-DXB,Karachi,Dubai,40,Business,153260.11,180,90,90
KHI-DXB,Karachi,Dubai,20,Business,142138.86,180,34,146
KHI-ISB,Karachi,Islamabad,16,Business,61104.48,180,20,160
KHI-ISB,Karachi,Islamabad,58,Business,57935.21,180,21,159
KHI-PEW,Karachi,Peshawar,15,Business,60739.33,180,83,97
KHI-ISB,Karachi,Islamabad,36,Business,59549.39,180,78,102
KHI-ISB,Karachi,Islamabad,61,Business,60191.28,180,69,111
KHI-PEW,Karachi,Peshawar,1,Business,60706.09,180,72,108
KHI-ISB,Karachi,Islamabad,4,Business,59161.66,180,68,112
LHE-ISB,Lahore,Islamabad,12,Business,58728.13,180,42,138
KHI-LHE,Karachi,Lahore,18,Business,26152.45,180,150,30
LHE-ISB,Lahore,Islamabad,20,Business,25935.82,180,95,85
LHE-ISB,Lahore,Islamabad,33,Business,24725.23,180,168,12
KHI-DXB,Karachi,Dubai,12,Business,71579.14,180,158,22
KHI-ISB,Karachi,Islamabad,31,Business,25009.55,180,94,86
KHI-LHE,Karachi,Lahore,8,Business,25272.11,180,114,66
LHE-ISB,Lahore,Islamabad,15,Business,25706.59,180,120,60
KHI-ISB,Karachi,Islamabad,36,Business,25154.55,180,153,27
LHE-ISB,Lahore,Islamabad,14,Business,26242.11,180,135,45
KHI-ISB,Karachi,Islamabad,24,Business,27382.63,180,122,58
LHE-ISB,Lahore,Islamabad,6,Business,30224.37,180,135,45
KHI-PEW,Karachi,Peshawar,28,Business,34227.06,180,103,77
KHI-DXB,Karachi,Dubai,18,Business,92191.16,180,93,87
KHI-PEW,Karachi,Peshawar,43,Business,36203.82,180,97,83
LHE-ISB,Lahore,Islamabad,45,Business,37124.7,180,104,76
KHI-ISB,Karachi,Islamabad,51,Business,42245.16,180,57,123
KHI-DXB,Karachi,Dubai,55,Business,115996.72,180,43,137
KHI-PEW,Karachi,Peshawar,50,Business,43608.54,180,75,105
KHI-LHE,Karachi,Lahore,18,Business,42323.35,180,48,132
LHE-ISB,Lahore,Islamabad,24,Business,43726.11,180,91,89
KHI-LHE,Karachi,Lahore,55,Business,44991.55,180,111,69
KHI-PEW,Karachi,Peshawar,50,Business,42542.22,180,88,92
KHI-DXB,Karachi,Dubai,46,Business,112856.04,180,79,101
KHI-PEW,Karachi,Peshawar,24,Business,45002.41,180,71,109
KHI-ISB,Karachi,Islamabad,69,Business,43953.8,180,93,87
KHI-PEW,Karachi,Peshawar,18,Business,45272.22,180,64,116
KHI-PEW,Karachi,Peshawar,20,Business,43267.02,180,91,89
KHI-DXB,Karachi,Dubai,28,Business,116953.23,180,104,76
KHI-DXB,Karachi,Dubai,19,Business,116271.81,180,120,60
KHI-PEW,Karachi,Peshawar,33,Business,44487.29,180,47,133
KHI-PEW,Karachi,Peshawar,58,Business,44769.78,180,57,123
KHI-LHE,Karachi,Lahore,5,Business,44710.84,180,56,124
KHI-PEW,Karachi,Peshawar,43,Business,42926.14,180,114,66
KHI-PEW,Karachi,Peshawar,24,Business,42722.15,180,126,54
KHI-DXB,Karachi,Dubai,20,Business,114159.41,180,110,70
KHI-LHE,Karachi,Lahore,46,Business,44056.33,180,43,137
LHE-ISB,Lahore,Islamabad,14,Business,45668.08,180,85,95
KHI-PEW,Karachi,Peshawar,59,Business,43850.07,180,79,101
KHI-ISB,Karachi,Islamabad,51,Business,43379.66,180,42,138
KHI-DXB,Karachi,Dubai,2,Business,111236.21,180,59,121
LHE-ISB,Lahore,Islamabad,13,Business,44164.16,180,51,129
KHI-PEW,Karachi,Peshawar,17,Business,44647.51,180,105,75
KHI-LHE,Karachi,Lahore,71,Business,43091.57,180,105,75
KHI-PEW,Karachi,Peshawar,41,Business,42958.14,180,55,125
KHI-ISB,Karachi,Islamabad,10,Business,42581.52,180,95,85
KHI-DXB,Karachi,Dubai,80,Business,109124.93,180,117,63
KHI-LHE,Karachi,Lahore,32,Business,43368.71,180,114,66
KHI-LHE,Karachi,Lahore,5,Business,45221.32,180,116,64
KHI-LHE,Karachi,Lahore,14,Business,44708.06,180,112,68
KHI-PEW,Karachi,Peshawar,22,Business,44947.36,180,103,77
KHI-ISB,Karachi,Islamabad,14,Business,44242.46,180,64,116
LHE-ISB,Lahore,Islamabad,7,Business,46151.78,180,69,111
KHI-DXB,Karachi,Dubai,8,Business,134118.47,180,37,143
LHE-ISB,Lahore,Islamabad,21,Business,55850.4,180,33,147
KHI-DXB,Karachi,Dubai,28,Business,140697.95,180,33,147
KHI-LHE,Karachi,Lahore,59,Business,55869.19,180,83,97
KHI-ISB,Karachi,Islamabad,20,Business,52171.04,180,23,157
KHI-DXB,Karachi,Dubai,40,Business,132972.69,180,67,113
KHI-PEW,Karachi,Peshawar,33,Business,55281.07,180,81,99
KHI-PEW,Karachi,Peshawar,3,Business,54903.44,180,82,98
KHI-LHE,Karachi,Lahore,56,Business,56586.8,180,20,160
KHI-ISB,Karachi,Islamabad,56,Business,55933.81,180,52,128
KHI-LHE,Karachi,Lahore,55,Business,54200.29,180,80,100
KHI-PEW,Karachi,Peshawar,10,Business,56261.71,180,58,122
KHI-DXB,Karachi,Dubai,39,Business,145111.89,180,88,92
KHI-LHE,Karachi,Lahore,10,Business,57491.5,180,34,146
KHI-DXB,Karachi,Dubai,55,Business,144409.96,180,29,151
KHI-PEW,Karachi,Peshawar,39,Business,57344.41,180,74,106
KHI-PEW,Karachi,Peshawar,30,Business,54857.1,180,71,109
KHI-LHE,Karachi,Lahore,24,Business,56764.5,180,46,134
LHE-ISB,Lahore,Islamabad,74,Business,57665.17,180,20,160
KHI-DXB,Karachi,Dubai,13,Business,138425.54,180,88,92
KHI-ISB,Karachi,Islamabad,29,Business,55033.05,180,73,107
KHI-LHE,Karachi,Lahore,39,Business,55287.09,180,88,92
KHI-PEW,Karachi,Peshawar,44,Business,55284.45,180,20,160
LHE-ISB,Lahore,Islamabad,21,Business,57738.49,180,95,85
KHI-ISB,Karachi,Islamabad,24,Business,57536.49,180,95,85
